-2.5135908440629473, 0.00023281629462189955
-2.1759656652360517, 0.0002189109366270471
-1.7982832618025753, 0.00018575692889142147
-1.449213161659514, 0.00013103425504144218
-1.1516452074391994, 0.00007843361441332534
-0.9113018597997145, 0.00004066422328858486
-0.7510729613733909, 0.00001863935613842597
-0.6194563662374826, 0.00000803347446403926
-0.5050071530758227, 0.0000034623895527874665
-0.4134477825464957, 0.0000012405397889952003
-0.3333333333333339, 4.631013822521852e-7
-0.2360515021459233, 1.9156580069670945e-7
-0.17310443490701077, 8.96296517009819e-8
-0.10443490701001501, 3.4861630613132984e-8
-0.0414878397711016, 1.301406812399263e-8
0.055793991416308586, 3.956629717892167e-9
0.15307582260371877, 1.227871858909959e-9
0.23891273247496425, 7.502149865445395e-10
0.33619456366237443, 6.10988012389614e-10
0.48497854077253155, 7.978691061684359e-10
0.5937052932761091, 1.6366933224908013e-9
0.6852646638054356, 3.2223474210123796e-9
0.8111587982832615, 5.495032714406195e-9
0.9828326180257507, 1.1272128825399702e-8
